74,0,268,76
63,3,273,80
64,8,269,82
60,0,278,77
55,3,265,84
75,7,278,88
75,19,271,89
74,3,276,87
82,13,268,87
68,13,280,91
80,0,266,79
65,8,274,79
81,7,276,84
83,0,268,88
75,9,279,89
82,13,274,87
87,8,278,76
79,16,278,76
74,10,266,87
80,14,275,90
76,0,272,75
73,16,269,84
78,16,268,82
72,5,275,87
67,1,276,83
82,2,268,78
77,17,278,76
72,10,274,81
83,1,279,88
67,9,280,80
83,11,264,77
80,13,270,83
74,0,269,88
77,4,263,79
82,12,275,81
81,10,263,85
74,19,278,83
78,15,279,87
68,15,271,75
77,0,271,79
80,4,272,84
82,1,264,90
80,4,265,75
64,9,268,79
81,16,272,86
74,16,268,78
80,0,275,75
75,4,275,91
80,0,270,75
67,2,263,83
72,12,273,86
70,15,267,77
83,18,276,88
83,16,264,87
80,6,277,93
75,13,264,86
77,4,268,87
71,4,275,88
64,15,275,76
83,8,274,75
82,1,265,79
85,16,274,88
80,12,264,81
74,0,268,89
84,1,272,93
87,19,281,80
74,10,273,86
78,10,279,96
75,15,264,82
95,14,265,90
93,5,275,88
86,6,263,95
96,16,268,82
82,4,269,87
95,15,264,91
82,7,263,81
87,16,273,86
89,9,272,84
78,15,265,89
78,11,279,81
93,7,275,92
78,17,267,80
71,5,268,90
91,0,277,86
91,18,278,92
91,9,268,81
90,16,269,92
80,6,263,91
76,2,269,84
76,6,279,96
81,12,281,84
76,10,271,81
79,15,279,96
83,16,279,82
91,7,267,89
80,6,278,85
88,4,272,95
89,0,275,80
67,13,266,92
88,13,272,95
84,6,271,83
73,12,277,87
76,3,273,96
78,15,265,84
73,3,267,92
71,14,277,80
84,4,263,97
85,4,271,95
84,2,276,87
95,8,278,82
75,0,276,88
86,19,277,92
87,9,276,84
79,17,277,93
74,6,281,97
96,2,276,82
84,2,267,95
77,0,267,83
76,2,263,96
89,13,271,95
76,14,265,81
89,15,266,80
75,9,265,91
75,10,273,88
89,0,276,81
81,8,274,79
91,1,276,87
80,16,270,91
76,6,277,93
72,12,264,86
86,4,276,92
84,7,267,95
87,13,266,89
83,3,278,82
76,8,267,97
88,0,272,81
67,0,266,92
78,19,281,96
67,11,279,85
73,9,276,90
89,0,265,92
71,17,267,92
77,2,266,87
85,12,274,91
78,11,277,88
89,16,274,92
69,16,270,84
84,13,271,94
84,12,270,99
80,16,274,88
85,16,270,88
73,16,273,92
65,16,267,88
87,15,276,88
65,4,266,84
71,11,269,98
67,0,269,92
75,13,263,97
65,15,277,82
80,4,266,93
66,11,270,95
80,0,279,91
76,8,269,93
75,12,276,86
69,12,262,95
66,7,273,81
64,8,273,94
69,11,266,88
61,5,279,82
72,10,264,83
74,16,270,86
75,9,278,81
72,6,271,83
65,2,276,94
77,1,268,86
75,2,276,86
78,3,272,87
69,6,268,92
63,15,279,84
75,1,264,84
79,1,277,84
59,0,272,88
59,0,279,83
79,9,270,90
62,19,273,84
73,0,265,88
63,7,276,84
68,8,270,95
57,13,275,90
79,15,270,90
63,17,278,78
66,11,265,86
67,0,278,92
60,1,262,87
62,14,261,83
67,17,269,82
70,9,273,86
57,9,267,88
71,19,278,80
76,13,266,95
68,7,265,83
72,2,277,88
66,4,279,94
73,4,262,93
59,8,264,82
71,0,279,80
66,13,266,87
62,16,274,86
61,5,274,82
60,11,281,90
62,3,279,93
72,8,277,87
68,2,270,81
71,16,276,82
72,10,277,89
77,16,278,90
59,13,270,95
72,15,271,78
73,0,269,92
61,11,266,80
62,13,266,79
62,0,273,86
77,8,267,87
81,17,273,80
63,19,277,92
78,1,263,86
68,1,272,81
70,3,275,78
81,14,266,80
73,10,279,81
64,11,268,89
67,11,272,87
72,4,275,91
80,0,278,85
77,2,268,77
78,11,276,79
75,12,266,77
70,2,273,87
72,4,266,79
75,16,265,86
76,4,273,79
75,10,270,90
61,10,269,84
57,0,270,81
69,12,271,94
71,12,268,87
67,16,265,84
60,1,268,80
63,15,278,89
74,2,266,83
71,11,268,87
76,15,273,78
63,3,274,78
83,3,275,92
74,17,280,80
66,0,268,87
81,13,277,84
81,12,264,87
68,11,263,93
76,17,265,84
72,0,277,83
83,7,267,88
72,4,279,85
71,0,276,90
76,12,278,87
72,0,275,87
81,8,273,91
75,11,272,88
83,8,266,95
77,2,266,93
66,12,269,77
72,7,264,89
80,4,261,88
74,8,266,77
64,16,276,82
79,16,265,79
80,1,273,82
83,12,266,84
76,2,278,83
71,16,266,84
79,6,266,88
70,0,273,86
64,11,276,78
80,0,272,78
74,4,261,89
64,12,265,79
62,10,267,79
67,0,279,90
58,17,265,86
75,11,269,83
62,12,277,75
68,1,263,82
60,15,264,86
61,13,273,84
65,12,263,93
79,5,270,81
79,5,280,85
82,15,263,88
79,3,278,85
72,8,270,95
69,15,279,91
62,15,271,85
74,11,281,93
68,15,265,83
74,6,275,92
80,0,264,91
74,12,269,86
72,10,281,93
65,7,267,90
77,15,278,82
69,9,269,95
66,1,276,82
73,16,266,88
75,1,268,84
74,15,279,90
67,9,266,82
65,1,266,82
59,19,280,85
74,19,269,89
69,15,269,90
65,6,265,89
67,14,278,84
59,7,265,89
72,14,263,85
59,11,276,82
68,8,273,87
77,16,264,83
68,15,261,86
75,5,274,88
73,17,272,85
70,2,265,87
79,1,270,86
66,1,274,81
70,14,281,78
75,5,267,80
70,14,263,85
73,4,269,87
69,5,266,80
72,0,271,77
75,17,276,80
62,15,266,87
63,9,264,88
62,0,264,83
60,19,276,80
77,6,268,79
69,13,266,78
69,2,279,87
66,2,272,93
59,8,270,78
65,10,269,78
59,12,268,93
72,0,273,84
65,6,267,83
56,16,277,78
75,13,277,78
77,7,270,78
60,7,269,87
64,11,274,84
73,5,269,84
63,7,271,75
56,10,270,75
57,12,263,87
63,19,277,89
67,3,277,84
57,9,278,77
73,17,268,88
73,16,266,86
66,4,261,74
61,8,270,91
67,0,273,76
71,18,265,84
71,16,268,90
68,12,270,82
69,8,268,91
54,16,270,74
60,12,275,85
60,0,266,75
62,12,271,87
68,7,277,82
72,6,263,73
66,12,269,89
60,0,275,86
60,19,270,83
53,0,270,80
52,6,279,92
56,2,275,92
61,4,278,81
50,4,268,95
66,16,266,84
60,12,267,95
56,0,269,93
52,3,273,93
56,7,267,79
53,8,276,77
53,4,268,91
64,16,264,86
60,8,263,91
64,16,270,91
68,7,279,79
64,0,281,81
60,3,279,86
56,2,281,79
54,12,272,87
67,16,270,90
61,16,273,82
70,16,267,89
51,17,277,88
52,16,276,76
62,2,273,87
67,15,269,90
67,0,263,80
65,10,270,78
69,16,266,86
49,6,269,89
56,4,270,87
67,9,274,80
68,5,264,81
53,4,272,80
66,0,275,86
61,14,263,87
67,6,264,88
63,3,270,88
62,19,278,96
49,17,272,90
55,8,268,95
58,2,274,86
63,15,273,84
54,6,276,86
70,15,263,83
65,17,277,80
47,11,263,89
62,15,277,93
52,18,263,77
52,0,281,91
54,3,276,84
60,15,279,92
47,3,276,80
58,9,263,92
56,19,271,80
51,9,272,88
69,5,277,78
55,1,273,84
47,0,275,88
62,15,279,78
63,0,277,88
60,6,279,90
64,6,265,77
55,13,270,78
66,1,268,84
63,3,263,89
66,16,265,82
64,4,276,86
54,15,263,77
52,19,263,91
63,9,270,88
53,2,264,88
54,11,279,88
49,16,270,87
60,2,263,85
53,12,267,91
60,19,269,84
59,17,272,92
51,12,270,95
48,18,273,91
67,15,279,90
52,13,268,79
64,12,263,87
62,4,271,91
69,13,277,88
58,0,266,88
62,14,273,90
46,19,273,91
48,12,276,87
64,4,279,94
64,12,266,91
60,19,263,90
71,16,274,86
74,8,265,89
72,7,269,96
72,4,279,97
68,4,270,83
81,15,277,92
65,17,267,90
75,13,275,96
72,6,271,81
85,12,268,93
87,16,269,96
87,7,278,90
72,10,264,94
81,16,272,86
71,2,269,86
74,11,264,97
86,19,273,96
70,19,279,91
87,17,276,93
84,5,270,83
87,8,269,83
71,9,268,95
77,5,264,87
86,0,274,88
77,7,275,89
71,1,270,88
77,6,281,99
80,2,265,86
87,13,279,97
82,13,281,91
68,0,279,91
85,9,273,84
78,19,271,97
72,2,281,88
80,12,264,85
68,0,267,97
76,10,273,89
85,13,277,88
66,12,272,99
68,0,281,90
81,4,271,97
80,16,264,94
68,4,279,83
81,0,267,88
71,0,272,90
68,2,265,97
73,13,268,88
59,17,266,88
69,9,277,91
65,4,268,86
67,12,267,90
67,17,264,84
59,5,266,92
70,7,268,90
70,15,271,96
63,15,275,96
58,17,266,92
64,1,268,95
75,2,268,83
64,5,264,86
65,16,268,90
66,12,270,97
72,4,271,90
59,8,268,87
61,17,278,88
74,15,263,96
64,16,266,88
70,16,270,94
60,17,274,93
77,16,274,92
57,16,271,88
72,4,267,85
71,16,265,95
72,12,279,85
58,0,273,96
61,6,261,90
73,12,266,81
60,11,277,97
75,5,272,88
63,18,265,97
73,16,274,90
65,4,263,90
75,4,271,99
76,1,265,92
75,7,262,93
60,6,263,82
69,1,277,94
68,0,281,97
73,6,278,93
56,10,281,97
68,6,269,87
72,4,271,95
59,9,270,95
69,4,276,86
55,11,274,94
59,3,273,90
67,1,273,90
66,11,262,98
69,15,277,84
57,2,269,99
69,12,274,99
68,10,263,83
62,6,270,97
63,1,275,94
64,4,281,81
70,8,267,84
60,11,273,87
60,10,277,93
55,8,280,88
71,7,280,88
62,13,274,87
73,18,279,88
71,16,276,94
73,4,263,85
75,12,270,87
60,10,277,89
71,0,276,88
75,11,264,97
57,16,276,92
72,4,277,98
64,16,273,88
74,1,270,88
69,7,274,97
64,3,275,99
72,10,268,86
73,8,275,92
75,0,273,97
73,8,262,90
70,18,263,92
64,16,269,86
69,4,268,89
64,16,270,86
62,6,263,83
73,8,272,99
61,16,274,101
71,13,279,93
61,10,265,95
61,6,263,84
61,6,275,92
73,10,274,87
74,11,272,95
60,12,269,87
71,16,274,87
75,15,279,84
55,7,265,88
62,6,275,97
59,8,270,93
61,8,270,85
67,13,270,98
68,6,269,87
62,13,263,101
71,17,275,92
61,13,272,95
66,6,263,85
69,8,264,102
72,4,263,86
69,8,276,90
73,0,278,99
75,13,268,95
73,9,265,100
64,16,277,90
73,11,277,94
77,9,279,98
60,0,281,85
68,2,275,87
65,6,279,99
72,7,271,96
72,6,279,91
62,12,266,95
60,10,261,91
70,13,278,93
55,13,277,96
74,12,268,97
72,6,269,95
75,6,268,95
69,16,276,92
67,16,273,90
61,0,272,86
69,0,271,95
75,13,279,98
55,6,272,100
75,8,274,90
63,10,276,99
64,10,273,90
64,6,275,89
56,8,268,105
57,15,263,99
69,1,268,100
72,12,270,103
55,8,277,92
75,14,268,101
61,8,270,90
73,6,274,92
71,17,279,104
71,8,268,103
68,0,274,105
66,12,275,103
71,0,274,100
72,9,265,99
73,16,266,90
64,4,276,87
55,16,268,98
73,12,274,90
72,13,271,101
62,15,270,90
69,17,269,92
68,1,276,92
67,4,266,100
70,3,272,94
69,17,279,91
51,10,264,91
60,8,281,103
62,19,276,90
62,0,272,97
61,16,273,92
60,16,274,96
57,4,270,87
65,5,274,94
64,2,279,93
54,16,273,98
61,12,269,89
63,3,274,99
60,3,263,89
56,2,277,100
63,19,276,94
55,2,276,100
57,4,267,85
64,8,270,99
57,8,272,87
53,3,265,88
71,17,266,91
51,9,266,99
62,12,266,86
68,11,266,86
56,8,271,103
54,10,269,95
53,5,274,90
59,11,263,91
53,11,273,95
49,7,265,88
59,11,264,100
61,10,281,101
51,12,268,103
69,5,272,88
51,7,279,88
56,3,276,91
60,10,273,99
70,7,278,98
60,11,263,99
51,15,279,98
71,13,280,93
55,17,268,88
51,3,275,100
62,11,269,99
66,8,264,85
69,17,264,94
62,13,278,98
64,4,276,90
68,3,274,95
60,0,274,95
69,15,277,88
70,12,274,103
73,11,268,92
65,13,270,97
60,0,275,89
72,0,265,100
64,2,268,103
56,8,272,101
66,13,270,94
69,16,274,100
58,7,268,99
71,17,275,96
69,15,274,89
51,7,268,100
53,9,270,94
73,15,276,93
70,12,266,94
51,3,274,94
55,17,279,99
71,10,273,88
64,1,274,88
62,11,269,86
55,19,279,97
61,6,269,97
56,7,263,97
71,12,267,101
63,17,277,88
74,2,266,94
67,11,279,98
57,0,272,92
68,9,268,86
63,0,279,94
66,17,280,88
65,1,266,94
64,16,266,98
59,12,279,87
66,7,261,96
72,10,279,101
69,16,264,87
62,12,266,85
72,8,271,97
72,4,266,102
73,8,278,101
70,12,277,87
66,11,273,96
62,15,275,101
78,1,263,99
64,13,270,86
83,8,272,88
72,6,263,98
72,12,266,102
75,15,273,88
79,5,267,96
76,4,265,98
78,3,274,90
83,0,270,88
81,5,274,92
82,1,275,89
78,15,277,89
70,8,272,94
88,8,268,95
71,1,275,95
73,7,274,100
74,16,269,99
84,10,261,100
71,16,269,97
69,7,273,96
74,17,262,99
86,17,279,100
69,7,267,95
79,3,279,96
74,6,271,95
74,5,272,87
80,14,270,87
72,0,266,99
73,2,263,89
84,4,278,87
71,2,264,87
75,0,270,94
65,11,272,93
85,10,272,90
74,0,262,93
80,5,276,88
78,1,271,87
73,16,274,92
83,8,270,92
78,2,263,96
81,1,270,88
66,17,279,99
65,11,267,86
77,4,268,95
82,12,268,85
72,17,276,96
83,9,274,98
72,7,275,97
78,10,279,101
80,16,270,98
66,12,278,101
75,4,267,92
64,15,263,93
68,19,263,86
78,9,280,86
68,8,266,102
80,9,268,99
71,17,264,94
75,15,276,98
67,17,279,97
69,1,278,88
76,10,265,99
71,7,277,96
80,8,262,99
84,16,272,92
80,12,271,83
73,6,275,85
77,16,272,92
82,2,264,101
85,8,271,101
84,0,275,101
74,19,263,88
75,5,277,88
71,18,263,83
78,6,279,85
86,16,265,88
86,8,268,92
71,0,279,97
81,10,261,91
72,1,266,88
72,2,279,94
75,8,271,99
81,2,264,95
82,13,268,89
76,0,265,96
72,0,277,90
76,7,261,83
69,12,271,99
77,0,273,98
76,10,270,95
67,12,271,98
82,2,268,90
74,5,263,96
72,6,270,91
69,16,277,84
85,16,266,89
66,7,262,81
71,12,266,90
83,10,266,99
81,4,279,95
71,10,268,94
76,9,271,91
71,5,269,93
76,11,278,97
83,1,265,89
89,7,261,97
86,13,276,92
91,13,276,88
101,5,276,92
91,9,265,91
97,12,272,99
96,12,266,95
107,12,274,90
95,4,265,97
106,16,273,88
105,4,268,87
112,12,270,95
95,9,262,97
100,8,274,91
104,11,275,84
112,16,268,79
103,17,263,95
104,3,274,95
116,8,271,93
110,6,261,97
116,3,261,92
118,3,264,96
107,13,267,94
112,14,279,97
119,17,263,92
121,10,270,99
110,15,261,81
106,17,278,96
107,8,274,95
113,4,279,96
110,15,279,89
117,1,264,84
113,2,268,87
112,0,262,93
100,10,269,81
96,3,264,88
117,14,263,94
113,0,262,81
114,4,278,83
120,12,276,95
116,3,267,80
112,12,281,83
131,13,279,96
141,6,272,88
142,13,273,90
144,9,269,83
144,4,277,85
134,2,261,88
142,17,269,96
147,8,276,92
131,16,268,82
131,19,273,84
138,4,278,89
133,16,278,90
137,6,271,96
143,13,269,92
138,1,268,92
153,16,272,87
139,0,279,91
149,19,264,83
152,2,272,84
143,7,266,88
142,0,270,88
148,3,275,78
139,11,276,82
145,17,274,84
138,7,263,82
126,13,274,82
142,17,279,80
130,8,273,90
136,4,273,94
144,16,262,86
128,0,265,84
132,0,263,91
146,6,271,96
140,19,261,79
135,2,264,91
136,14,261,85
150,4,268,95
137,4,261,77
151,9,272,82
143,14,275,76
140,2,271,92
146,11,277,80
139,1,269,82
152,10,264,84
142,19,263,80
138,4,274,79
154,12,266,95
158,9,264,88
159,17,268,88
144,15,263,90
166,18,267,88
168,8,268,86
176,6,271,91
174,7,279,79
168,19,265,90
181,2,270,83
170,19,278,96
168,4,279,83
179,0,264,94
176,12,266,93
189,16,276,86
186,7,273,97
192,3,274,92
196,0,266,93
197,0,277,88
196,2,271,99
180,6,264,93
185,11,279,89
175,16,264,95
190,0,276,96
183,12,264,101
183,2,274,100
181,0,271,87
178,3,280,103
191,16,274,100
188,4,267,103
191,11,278,96
181,3,272,100
196,12,270,89
199,17,264,94
183,1,264,101
190,13,269,103
207,2,276,95
196,8,262,93
194,7,278,101
191,13,265,87
201,0,276,95
190,12,278,85
187,16,265,91
203,9,278,89
203,16,266,94
192,2,267,97
181,2,269,98
199,5,268,94
185,16,265,95
180,7,278,87
179,16,277,88
178,3,277,96
189,0,272,96
186,12,269,88
174,0,274,101
179,4,274,92
171,13,270,101
179,12,266,102
178,4,262,101
163,12,266,98
172,11,262,89
172,2,263,87
162,0,266,103
178,16,267,90
166,14,279,99
161,3,278,94
175,8,266,99
153,9,275,90
160,1,268,94
176,12,270,87
180,16,274,96
183,11,262,94
188,7,272,95
180,10,273,102
191,2,277,96
199,4,269,94
202,12,264,101
201,8,270,91
200,8,265,90
200,14,263,100
195,6,275,99
199,8,265,102
184,3,274,91
181,5,266,94
184,3,266,90
183,18,264,88
180,10,275,90
193,12,264,98
196,15,262,99
199,8,274,94
205,4,271,91
197,4,273,97
207,10,263,101
211,4,264,95
216,4,276,83
210,19,279,99
222,12,263,85
233,16,277,84
234,7,269,90
241,4,268,86
224,3,271,82
240,12,270,87
239,3,265,84
236,11,264,93
236,14,277,92
241,16,270,99
249,0,277,84
241,8,271,89
235,15,269,88
233,15,273,86
227,8,270,102
232,19,263,89
245,1,274,88
247,0,276,87
256,14,272,95
258,12,275,103
249,3,268,92
267,12,265,86
260,13,274,99
266,15,262,96
269,12,277,97
270,2,261,87
279,16,277,96
282,5,279,93
274,4,276,99
276,2,271,99
285,1,277,94
267,4,266,99
268,7,273,91
279,19,274,107
264,0,280,99
277,7,264,101
268,4,265,102
290,2,269,104
294,3,275,105
313,3,274,100
328,2,277,101
334,9,266,108
330,12,266,109
321,12,269,113
325,14,281,112
333,3,263,109
344,2,278,112
354,16,268,102
357,16,266,102
350,16,274,106
357,2,264,111
345,16,269,96
346,3,263,105
339,13,276,102
341,10,279,96
339,12,266,107
344,17,265,95
332,8,273,94
341,12,266,99
330,17,266,96
329,0,265,98
322,2,279,109
333,12,274,109
328,0,271,101
329,7,268,94
333,2,270,111
331,17,278,96
332,15,262,96
328,12,268,110
336,9,276,100
330,17,279,99
339,4,276,106
326,11,274,106
338,2,271,107
321,3,276,104
332,8,266,103
314,11,274,107
321,12,272,99
316,15,273,90
306,9,275,100
308,10,281,91
317,0,272,104
301,2,264,102
312,0,271,91
310,6,279,102
323,16,269,96
311,9,262,104
323,16,270,95
317,15,277,96
308,0,279,89
304,10,277,88
298,17,274,104
301,17,280,92
298,2,266,107
287,19,270,97
289,2,261,92
303,17,266,100
300,7,273,100
295,12,276,95
282,2,263,103
299,15,265,108
282,6,275,100
297,0,263,115
298,16,273,108
296,17,278,107
293,6,267,113
279,19,279,104
290,2,269,101
297,11,272,104
286,19,269,113
294,0,275,113
283,11,272,111
292,12,268,118
302,17,278,114
293,16,267,111
304,12,268,115
304,8,270,107
305,17,271,120
303,0,263,108
299,8,264,114
300,15,263,119
302,2,275,119
297,7,265,123
301,2,270,117
297,12,271,135
288,11,268,122
291,0,265,128
284,6,277,135
279,17,280,133
284,4,279,122
299,3,278,122
286,2,270,125
303,7,263,124
300,4,278,137
290,4,269,126
287,19,279,133
287,6,273,132
290,7,273,131
294,10,273,130
297,12,276,143
301,12,277,134
299,11,280,130
292,11,280,129
289,10,281,137
298,10,279,137
292,2,275,134
300,1,276,135
